clause_id,source_doc,domain,raw_text,clean_text,word_count,token_count,pattern_label,risk_label,risk_score,modal_score,consequence_score,conditional_score,has_negation,obligation_count,penalty_flag
C00065,AtnInternationalInc_20191108_10-Q_EX-10.1_11878541,legal,"Vendor shall comply with all Laws applicable to Vendor's performance under this Agreement, including all Work contemplated herein and all Material, Services and Deliverables provided hereunder, and AT&T's utilization of the Cell Sites",vendor shall comply law applicable vendor performance agreement include work contemplate material service deliverable provide hereunder utilization cell site,33,19,spacy_sentence,Medium,0.425,0.9,0.4,0.0,0,1,0
C00066,dissertation_submission_policy,academic,Viva Voce Students may be required to defend their dissertation in an oral examination. Failure to attend a scheduled viva without prior notice constitutes a fail for the dissertation module,viva voce student may required defend dissertation oral examination failure attend schedule viva without prior notice constitute fail dissertation module,30,20,numbered_clause,High,0.625,0.8,0.0,1.0,0,1,0
C00067,AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maint,legal,"means the documents issued by the Aircraft manufacturer, providing periodic maintenance requirements data necessary to plan and conduct the Aircraft maintenance checks and inspections, in force on the Signing Date",mean document issue aircraft manufacturer provide periodic maintenance requirement datum necessary plan conduct aircraft maintenance check inspection force signing date,30,20,paragraph,Low,0.0225,0.0,0.0,0.0,0,0,0
C00068,ALLISONTRANSMISSIONHOLDINGSINC_12_15_2014-EX-99.1-,legal,"No Third Party Beneficiaries; Assignment. This Agreement is solely for the benefit of the parties hereto and is not binding upon or enforceable by any other persons. No party to this Agreement may assign its rights or delegate its obligations under this Agreement, whether by operation of law or otherwise, and any assignment in contravention hereof shall be null and void. Nothing in this Agreement, whether express or implied, is intended to or shall confer any rights, benefits or remedies under or by reason of this Agreement on any persons other than the parties hereto, nor is anything in this Agreement intended to relieve or discharge the obligation or liability of any third persons to any party",no party beneficiary assignment agreement solely benefit party hereto not bind enforceable person no party agreement may assign right delegate obligation agreement operation law assignment contravention hereof shall null void agreement express imply intend shall confer right benefit remedy reason agreement person party hereto agreement intend relieve discharge obligation liability person party,117,52,numbered_clause,Critical,0.7875,0.9,0.45,0.0,0,2,0
C00069,ADAPTIMMUNETHERAPEUTICSPLC_04_06_2017-EX-10.11-STR,legal,The failure of any Party hereto to insist upon strict performance of any provision of this Agreement or to exercise any right hereunder will not constitute a waiver of that provision or right,failure party hereto insist strict performance provision agreement exercise right hereunder will not constitute waiver provision right,33,17,spacy_sentence,High,0.66,0.8,0.0,0.8,0,1,0
C00070,BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR_A,legal,"Term. The term of this Agreement shall terminate on May 31, 2015, unless sooner terminated. Termination shall not relieve either party of obligations incurred prior thereto. The term of this Agreement may be extended for an additional two year period with the written consent of both parties",term term agreement shall terminate may 31 2015 unless soon terminate termination shall not relieve party obligation incur prior thereto term agreement may extend additional year period write consent party,47,30,numbered_clause,Critical,0.9375,0.9,1.0,0.85,1,2,1
C00071,BIOFRONTERAAG_04_29_2019-EX-4.17-SUPPLY_AGREEMENT,legal,"This Agreement shall be assignable or transferable by either party hereto only with the consent in writing of the other party, such consent not to be unreasonably withheld",agreement shall assignable transferable party hereto only consent writing party consent not unreasonably withhold,28,14,spacy_sentence,High,0.55,0.9,0.0,0.0,0,1,0
C00072,ATMOSENERGYCORP_11_22_2002-EX-10.17-TRANSPORTATION,legal,"All written notices, requests, statements or other communications shall be sufficiently given if mailed postage prepaid by registered, certified, or regular mail and shall be deemed to have been duly delivered on the third business day following the date on which same was deposited in the United States mail, addressed in accordance with this Article VIII",write notice request statement communication shall sufficiently give mail postage prepay register certify regular mail shall deem duly deliver business day follow date deposit united states mail address accordance article viii,56,31,spacy_sentence,Low,0.0338,0.9,0.0,0.0,0,2,0
C00073,AtnInternationalInc_20191108_10-Q_EX-10.1_11878541,legal,"Upon the occurrence of any of the triggering events set forth in clauses (a) through (f) causing a delay, such delay shall only be an Excusable Delay for the number of days that such triggering event was in existence and the applicable Delivery Date or Completion Date shall be extended on a day-for-day basis for the length of such triggering event",occurrence trigger event set forth clause cause delay delay shall only excusable delay number day trigger event existence applicable delivery date completion date shall extend day day basis length trigger event,61,31,spacy_sentence,Low,0.0338,0.9,0.0,0.0,0,2,0
C00074,ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATI,legal,"This Agreement may be terminated by either Party for material breach by the other Party, provided that the terminating Party has given the breaching Party written notice of the breach and at least sixty (60) days to cure the breach prior to the effective date of termination",agreement may terminate party material breach party provide terminate party give breach party write notice breach 60 day cure breach prior effective date termination,47,24,spacy_sentence,Critical,0.875,0.3,1.0,0.6,0,0,1
C00075,BICYCLETHERAPEUTICSPLC_03_10_2020-EX-10.11-SERVICE,legal,"8.5 In the event that notice of termination of this Agreement is served by either party, the Company may require you to take any outstanding holiday during this notice period",event notice termination agreement serve party company may require outstanding holiday notice period,30,13,paragraph,Critical,0.875,0.3,1.0,0.0,0,0,1
C00076,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,B. You shall use the Licensed Marks only for the operation of the Franchise at the Authorized Location,shall use licensed mark only operation franchise authorized location,18,9,paragraph,Low,0.0338,0.9,0.0,0.0,0,1,0
C00077,ALLIANCEBANCORPINCOFPENNSYLVANIA_10_18_2006-EX-1.2,legal,"The Company, upon completion of its formation, and in any event no later than Closing Time will have established and maintained disclosure controls and procedures (as",company completion formation event no later closing time will establish maintain disclosure control procedure,26,14,paragraph,Low,0.03,0.8,0.0,0.0,0,1,0
C00078,oxford_plagiarism,academic,"Information about what plagiarism is, and how you can avoid it",information plagiarism avoid,11,3,paragraph,High,0.7125,0.3,0.0,0.0,0,0,0
C00079,ai_automated_processing_policy,privacy,High-Risk AI Systems Operators of high-risk AI systems as defined under the EU AI Act must comply with conformity assessment requirements before deployment. Placing a non-compliant high-risk AI system on the market is a serious violation subject to fines of up to €30 million or 6% of global annual turnover,high risk ai system operator high risk ai system define eu ai act must comply conformity assessment requirement deployment place non compliant high risk ai system market violation subject fine 30 million global annual turnover,50,35,legal_keyword_clause,Critical,0.8125,0.9,0.4,0.0,0,1,0
C00080,opm_conduct_policy,hr,The prohibited personnel practices and the merit system principles for Federal personnel management are codified at 5 U.S.C. 2302,prohibited personnel practice merit system principle federal personnel management codify 2302,19,11,spacy_sentence,High,0.525,0.0,0.7,0.0,0,0,1
